client_id,Delinquent90
0,0.041280340801460404
1,0.19693251910760987
2,0.03797349344759517
3,0.03282438196494307
4,0.019358688114538863
5,0.027680290936504304
6,0.022883644347628417
7,0.03576398285565295
8,0.04103655849196996
9,0.08219739408686341
10,0.1185284571347958
11,0.02416731357996648
12,0.03785437649499679
13,0.0395879580394979
14,0.2848618728861452
15,0.28150553056711114
16,0.09936982094607255
17,0.03237627263295485
18,0.019358688114538863
19,0.09382025470289646
20,0.03616199373303428
21,0.0816023480868239
22,0.10476151353498793
23,0.026065826344601584
24,0.10255200294304571
25,0.07983442006266422
26,0.03616199373303428
27,0.02086046622610125
28,0.03576398285565295
29,0.019358688114538863
30,0.03785437649499679
31,0.022076919940622643
32,0.10255200294304571
33,0.061468582644260875
34,0.019358688114538863
35,0.02057514182906026
36,0.03576398285565295
37,0.03797349344759517
38,0.019358688114538863
39,0.11472242677628315
40,0.03454752914113156
41,0.04446252279843357
42,0.019358688114538863
43,0.02057514182906026
44,0.022665535468404097
45,0.04103655849196996
46,0.02057514182906026
47,0.02086046622610125
48,0.1904072532606942
49,0.2225279981195611
50,0.02057514182906026
51,0.02057514182906026
52,0.17708750607670626
53,0.02057514182906026
54,0.041280340801460404
55,0.02086046622610125
56,0.061468582644260875
57,0.1697709905609728
58,0.06308304723616358
59,0.08219739408686341
60,0.12567365187616591
61,0.03555845462992802
62,0.12249146987919272
63,0.037729711138104735
64,0.041280340801460404
65,0.037378447447555675
66,0.027127731217448457
67,0.04446252279843357
68,0.05581139010579954
69,0.041280340801460404
70,0.0395879580394979
71,0.023691384532525363
72,0.041280340801460404
73,0.07680570149794802
74,0.09557455981258905
75,0.02218960642096298
76,0.022076919940622643
77,0.16384686512858188
78,0.15348834862735183
79,0.03454752914113156
80,0.04103655849196996
81,0.10897493735339488
82,0.02057514182906026
83,0.029299425731853523
84,0.03555845462992802
85,0.03454752914113156
86,0.04103655849196996
87,0.033592726347476246
88,0.022474930818003967
89,0.027127731217448457
90,0.02057514182906026
91,0.028896744651025697
92,0.07477184714570469
93,0.037729711138104735
94,0.020973152706441584
95,0.09161074411095424
96,0.03454752914113156
97,0.04446252279843357
98,0.039344175730007445
99,0.03576398285565295
100,0.09936982094607255
101,0.022665535468404097
102,0.022076919940622643
103,0.03797349344759517
104,0.1163572006266191
105,0.17823682942745675
106,0.04948544298692609
107,0.037729711138104735
108,0.019358688114538863
109,0.037729711138104735
110,0.019358688114538863
111,0.07842016608985074
112,0.02057514182906026
113,0.019358688114538863
114,0.02057514182906026
115,0.03454752914113156
116,0.03797349344759517
117,0.02057514182906026
118,0.037729711138104735
119,0.25996338011021447
120,0.037729711138104735
121,0.09774581632076576
122,0.029037620336009297
123,0.10494521584679055
124,0.019358688114538863
125,0.037729711138104735
126,0.02057514182906026
127,0.039344175730007445
128,0.10457355662306703
129,0.07680570149794802
130,0.09936982094607255
131,0.061468582644260875
132,0.32606104640308514
133,0.02057514182906026
134,0.4073224701522372
135,0.10255200294304571
136,0.11472242677628315
137,0.03237627263295485
138,0.03797349344759517
139,0.13238825337425295
140,0.019358688114538863
141,0.037729711138104735
142,0.037729711138104735
143,0.03282310892108626
144,0.06524710104267435
145,0.1904072532606942
146,0.11472242677628315
147,0.019358688114538863
148,0.10255200294304571
149,0.06120308269471493
150,0.18291408579924118
151,0.02057514182906026
152,0.12073796772673802
153,0.027406945416015037
154,0.037729711138104735
155,0.023691384532525363
156,0.037729711138104735
157,0.019358688114538863
158,0.04059888352829435
159,0.03576398285565295
160,0.04912034656707531
161,0.037729711138104735
162,0.1179046087732563
163,0.019358688114538863
164,0.03576398285565295
165,0.019358688114538863
166,0.039344175730007445
167,0.05581139010579954
168,0.023691384532525363
169,0.02057514182906026
170,0.17823682942745675
171,0.022665535468404097
172,0.07842016608985074
173,0.028082972017332127
174,0.037729711138104735
175,0.03616199373303428
176,0.09583184211512649
177,0.03555845462992802
178,0.10142954814182012
179,0.041280340801460404
180,0.03454752914113156
181,0.07627362525726708
182,0.02057514182906026
183,0.03797349344759517
184,0.352831253617064
185,0.05764650240549564
186,0.03616199373303428
187,0.024100098062149813
188,0.0395879580394979
189,0.019358688114538863
190,0.11472242677628315
191,0.04115567544456834
192,0.04277014003647106
193,0.02218960642096298
194,0.38218579041529427
195,0.03797349344759517
196,0.15653034961284842
197,0.03797349344759517
198,0.1103210460459553
199,0.0395879580394979
200,0.029299425731853523
201,0.17708750607670626
202,0.0987184877257967
203,0.022474930818003967
204,0.07680570149794802
205,0.02057514182906026
206,0.037378447447555675
207,0.20835767689058632
208,0.03907083020951818
209,0.039344175730007445
210,0.03399073722485757
211,0.10157933153801477
212,0.10392034431179012
213,0.039344175730007445
214,0.024100098062149813
215,0.033592726347476246
216,0.02057514182906026
217,0.06308304723616358
218,0.04103655849196996
219,0.06158126912460119
220,0.02943563121339062
221,0.02057514182906026
222,0.019358688114538863
223,0.037729711138104735
224,0.03785437649499679
225,0.02571456265405253
226,0.02057514182906026
227,0.019358688114538863
228,0.04948544298692609
229,0.03616199373303428
230,0.061468582644260875
231,0.03454752914113156
232,0.1103210460459553
233,0.019358688114538863
234,0.2320210696661206
235,0.03454752914113156
236,0.061468582644260875
237,0.07998788349492118
238,0.04103655849196996
239,0.019358688114538863
240,0.02057514182906026
241,0.049200118589885086
242,0.17823682942745675
243,0.03454752914113156
244,0.019358688114538863
245,0.07901521208989024
246,0.03797349344759517
247,0.03785437649499679
248,0.05996680453269848
249,0.03797349344759517
250,0.10897493735339488
251,0.03797349344759517
252,0.059148280517058026
253,0.03898441893639163
254,0.039344175730007445
255,0.02057514182906026
256,0.019358688114538863
257,0.09936982094607255
258,0.03797349344759517
259,0.16534864324014426
260,0.10255200294304571
261,0.06296547498119773
262,0.037729711138104735
263,0.019358688114538863
264,0.039344175730007445
265,0.023881989182925493
266,0.019358688114538863
267,0.024638984624514738
268,0.03797349344759517
269,0.02057514182906026
270,0.022076919940622643
271,0.037729711138104735
272,0.19358943525766734
273,0.02057514182906026
274,0.1103210460459553
275,0.07845842017361625
276,0.10255200294304571
277,0.019358688114538863
278,0.03785437649499679
279,0.03797349344759517
280,0.019358688114538863
281,0.09362233152318428
282,0.03454752914113156
283,0.020973152706441584
284,0.019358688114538863
285,0.03797349344759517
286,0.02057514182906026
287,0.14778123915534996
288,0.07627362525726708
289,0.037729711138104735
290,0.020973152706441584
291,0.024498108939531138
292,0.024100098062149813
293,0.2540884373709891
294,0.02571456265405253
295,0.09362233152318428
296,0.02086046622610125
297,0.019358688114538863
298,0.02057514182906026
299,0.03576398285565295
300,0.12567365187616591
301,0.20335545351795906
302,0.03797349344759517
303,0.03797349344759517
304,0.17823682942745675
305,0.02057514182906026
306,0.03576398285565295
307,0.026065826344601584
308,0.019358688114538863
309,0.03785437649499679
310,0.03616199373303428
311,0.09553630572882355
312,0.03454752914113156
313,0.10255200294304571
314,0.02057514182906026
315,0.02057514182906026
316,0.09366050503891052
317,0.03160792825042168
318,0.08381185867876613
319,0.03576398285565295
320,0.1562088199876188
321,0.04446252279843357
322,0.022076919940622643
323,0.09161074411095424
324,0.02057514182906026
325,0.13123493394424324
326,0.03600656396191624
327,0.08497384088765648
328,0.019358688114538863
329,0.03797349344759517
330,0.020973152706441584
331,0.037378447447555675
332,0.03797349344759517
333,0.10750975992490501
334,0.019358688114538863
335,0.09680451352015744
336,0.09522953113175572
337,0.25160905087275476
338,0.02057514182906026
339,0.08941479372758465
340,0.03454752914113156
341,0.023691384532525363
342,0.02057514182906026
343,0.041280340801460404
344,0.10897493735339488
345,0.09522953113175572
346,0.03910908429328369
347,0.0682884073546639
348,0.03454752914113156
349,0.039344175730007445
350,0.02086046622610125
351,0.037729711138104735
352,0.029299425731853523
353,0.019358688114538863
354,0.3729017556419435
355,0.024100098062149813
356,0.04115567544456834
357,0.041280340801460404
358,0.04115567544456834
359,0.022076919940622643
360,0.03797349344759517
361,0.2471924257352205
362,0.024100098062149813
363,0.02086046622610125
364,0.0395879580394979
365,0.029299425731853523
366,0.019358688114538863
367,0.019358688114538863
368,0.029299425731853523
369,0.11472242677628315
370,0.0330668912305767
371,0.05764650240549564
372,0.03797349344759517
373,0.22225232822736193
374,0.028082972017332127
375,0.019358688114538863
376,0.019358688114538863
377,0.059148280517058026
378,0.03454752914113156
379,0.03454752914113156
380,0.03616199373303428
381,0.04277014003647106
382,0.08497384088765648
383,0.17823682942745675
384,0.04103655849196996
385,0.06075596438925551
386,0.041280340801460404
387,0.09936982094607255
388,0.02057514182906026
389,0.13974502571333153
390,0.037729711138104735
391,0.04446252279843357
392,0.019358688114538863
393,0.05764650240549564
394,0.09362233152318428
395,0.1185284571347958
396,0.1185284571347958
397,0.019358688114538863
398,0.037729711138104735
399,0.029299425731853523
400,0.4019431261909606
401,0.023691384532525363
402,0.03555845462992802
403,0.024498108939531138
404,0.1750546474304836
405,0.1103210460459553
406,0.03454752914113156
407,0.09479292610792739
408,0.024100098062149813
409,0.04103655849196996
410,0.2562511114717648
411,0.09936982094607255
412,0.03616199373303428
413,0.020973152706441584
414,0.11472242677628315
415,0.10255200294304571
416,0.07901521208989024
417,0.05132985715901752
418,0.1103210460459553
419,0.03454752914113156
420,0.024498108939531138
421,0.02057514182906026
422,0.02057514182906026
423,0.09936982094607255
424,0.041280340801460404
